,production_companies,release_year,revenue
2176,Rainforest Films,1989,161001698
2177,United Artists,1993,154864401
2178,Original Film,2009,100734718
2179,Walt Disney Pictures,2007,75511123
2180,UK Film Council,1977,185438673
2181,Columbia Pictures,1998,72527595
2182,New Line Cinema,1991,34793160
2183,Paramount Pictures,2011,114956699
2184,Warner Bros.,1993,27515786
2185,Davis Entertainment,2002,25482931
2186,Fox Searchlight Pictures,1995,19800000
2187,Medusa Produzione,1977,30749142
2188,Fox Searchlight Pictures,2009,22852638
2189,New Line Cinema,2010,21409028
2190,Universal Studios,1999,21001563
2191,Paramount Pictures,2007,13196245
2192,New Line Cinema,2001,16951798
2193,Village Roadshow Pictures,2001,10424470
2194,Merchant Ivory Productions,2012,11417362
2195,Fox Searchlight Pictures,2006,14821658
2196,Reiner  Greisman Productions,2000,5108820
2197,River Road Entertainment,1995,2474000
2198,Clear Blue Sky Productions,2011,46495
2199,Paramount Pictures,2010,1755212
2200,Fox Searchlight Pictures,2005,178043761
2201,Blueprint Pictures,2002,29027914
2202,Scottish Screen,2015,12314651
2203,Silver Screen Partners III,2000,7060876
2204,Insurge Pictures,2012,19422261
2205,Fox Searchlight Pictures,2014,5380251
2206,Paramount Pictures,1987,123922370
2207,New Line Cinema,2011,98441954
2208,TriStar Pictures,2010,327803731
2209,Twentieth Century Fox Film Corporation,1974,47542841
2210,Twentieth Century Fox Film Corporation,2001,91038276
2211,The Weinstein Company,1988,72500000
2212,Screen Gems,2016,77000000
2213,Mad Chance,2000,73180723
2214,Columbia Pictures,1988,44726644
2215,New Line Cinema,2014,54837234
2216,TriStar Pictures,2014,49002684
2217,TriStar Pictures,1999,53478166
2218,Universal Pictures,2016,119100758
2219,Will Packer Productions,2004,96060858
2220,Darkwoods Productions,1999,36450736
2221,DNA Films,1998,27007143
2222,Gramercy Pictures,1990,35763605
2223,Walt Disney Studios Motion Pictures,2014,53830415
2224,Touchstone Pictures,2007,57096190
2225,DreamWorks SKG,2015,36869414
2226,Polish Brothers Construction,1999,22863596
2227,New Line Cinema,2014,45300000
2228,Tlfilm Canada,2001,16929123
2229,Savoy Pictures,2006,68673228
2230,Columbia Pictures,2006,11130889
2231,Redeemable Features,1998,8026971
2232,Relativity Media,2015,35401758
2233,Focus Features,1994,7820688
2234,StudioCanal,1999,27500000
2235,New Line Cinema,1998,16757163
2236,Yari Film Group,2013,48065672
2237,Summit Entertainment,2013,18000000
2238,New Line Cinema,2009,8459458
2239,Killer Films,1996,9789900
2240,Lakeshore Entertainment,2006,2636637
2241,UK Film Council,2012,33400000
2242,FilmDistrict,1993,1200000
2243,TriStar Pictures,2006,1151330
2244,EuropaCorp,2015,1784763
2245,Fox Searchlight Pictures,2011,3964682
2246,DavisFilms,2011,303877
2247,New Line Cinema,2013,68572378
2248,Summit Entertainment,2009,10652035
2249,Sidney Kimmel Entertainment,2002,23367586
2250,Miramax Films,1993,12281551
2251,Fine Line Features,1992,10725228
2252,C&P Productions,2009,27206120
2253,Smartest Man Productions,2007,11293663
2254,Dune Entertainment,2008,20416563
2255,An Olive Branch Productions,2000,40031879
2256,Lucasfilm,1996,1227324
2257,HighRoad Entertainment,2009,5024782
2258,Warner Bros.,2010,31327899
2259,Universal Pictures,2010,1083683
2260,Universal Pictures,1988,84460846
2261,Paramount Pictures,2010,3878993
2262,Rainforest Films,1973,441306145
2263,MetroGoldwynMayer (MGM),1975,470654000
2264,Paramount Pictures,1999,235483004
2265,Warner Bros.,1986,79817939
2266,United Artists,2012,96070507
2267,Paramount Pictures,2002,75781642
2268,Relativity Media,1982,96800000
2269,Summit Entertainment,1994,107217396
2270,Miramax Films,1983,79567667
2271,New Line Cinema,1985,68706993
2272,Twentieth Century Fox Film Corporation,2012,81272766
2273,United Artists,2006,114194847
2274,Handmade Films Ltd.,1997,39673162
2275,Paramount Pictures,2008,43493123
2276,Silver Pictures,2012,145000000
2277,Twentieth Century Fox Film Corporation,1983,30400000
2278,Fox Searchlight Pictures,1981,42365581
2279,Vertigo Entertainment,2002,61141030
2280,Paramount Vantage,2012,100000000
2281,Fox Searchlight Pictures,1970,89800000
2282,Universal Pictures,2002,52223306
2283,Miramax Films,2008,40855419
2284,Paramount Pictures,2008,56309766
2285,Fox 2000 Pictures,2004,31179516
2286,Miramax Films,2001,31155435
2287,Paramount Pictures,2002,56298474
2288,Artisan Entertainment,2012,32726956
2289,BBC Films,2014,307166834
2290,Fox 2000 Pictures,1998,22921898
2291,Fox 2000 Pictures,1979,54000000
2292,Paramount Vantage,1999,21133087
2293,Walt Disney Pictures,2013,100129872
2294,Paramount Pictures,2006,23006849
2295,Lions Gate Films,2015,85512300
2296,New Line Cinema,2013,17654912
2297,Lionsgate,2001,17292381
2298,Paramount Pictures,2011,22939027
2299,Village Roadshow Pictures,2006,42931041
2300,ShangriLa Entertainment,1998,12902790
2301,TriStar Pictures,2012,35485056
2302,19 Entertainment,2015,32248241
2303,Fox Searchlight Pictures,1992,6739141
2304,Pathe Productions,2006,5542025
2305,2929 Productions,2006,6754898
2306,Fox Searchlight Pictures,2003,4922166
2307,Octagon Films,1996,4939939
2308,Midnight Sun Pictures,2003,23
2309,TriStar Pictures,2008,3148182
2310,Columbia Pictures Corporation,2013,12077441
2311,Paramount Pictures,2009,1644755
2312,Amblin Entertainment,2011,17479
2313,Lucasfilm,2014,101332962
2314,Lionsgate,2000,83557872
2315,MetroGoldwynMayer (MGM),1989,57469467
2316,Paramount Pictures,1984,153083102
2317,Paramount Pictures,1977,775398007
2318,Twentieth Century Fox Film Corporation,2016,94073028
2319,New Line Cinema,1965,111858363
2320,Paramount Pictures,2010,93617009
2321,Fox 2000 Pictures,2006,72778712
2322,DiNovi Pictures,1992,64088552
2323,Havoc,2014,78874843
2324,Columbia Pictures,1989,49797148
2325,Lionsgate,2002,97837138
2326,Twentieth Century Fox Film Corporation,2002,41227069
2327,Fox Searchlight Pictures,1995,39363635
2328,Robert Simonds Productions,1999,75902208
2329,Universal Pictures,2009,68233629
2330,United Artists,1981,31672907
2331,Cannon Pictures,2008,38105395
2332,Wildgaze Films,2001,23978402
2333,Hawk Films,1992,37170057
2334,Spyglass Entertainment,1978,11
2335,SNL Studios,1986,4884663
2336,BBC Films,2015,62076141
2337,Columbia Pictures,1975,20000000
2338,Cinerenta Medienbeteiligungs KG,2001,14782676
2339,BBC Films,2000,13700000
2340,Sony Pictures,2012,59520298
2341,Paramount Pictures,2001,23430766
2342,Gospel of John Ltd.,2001,13110448
2343,Samuel Goldwyn Company,2015,61619773
2344,StudioCanal,2002,6413915
2345,Columbia Pictures Corporation,1993,30000000
2346,Paramount Pictures,2003,4069090
2347,Lionsgate,1995,2832826
2348,Miramax Films,2013,32935319
2349,Stanley Kubrick Productions,1991,2807854
2350,Universal Pictures,1970,2200000
2351,Castle Rock Entertainment,2008,113857533
2352,Nelson Entertainment,1999,18535191
2353,Dos Corazones,1968,68700000
2354,Miramax Films,1982,792910554
2355,Lions Gate Films,2007,17500000
2356,Columbia Pictures Industries,1994,123509
2357,Beacon Communications,2012,9622846
2358,Universal Pictures,1997,225933435
2359,Miramax Films,2006,163876815
2360,Lions Gate Films,1981,85300000
2361,Universal Pictures,2000,90449929
2362,Lions Gate Films,2016,118587880
2363,Silver Screen Partners,1999,103166989
2364,Twentieth Century Fox Film Corporation,2007,139352633
2365,Walt Disney,2005,91196419
2366,Ghost House Pictures,2006,57231524
2367,Universal Pictures,1986,52293982
2368,United Artists,1962,50100000
2369,Orion Pictures,1992,50752337
2370,Columbia Pictures Corporation,2004,183474602
2371,Participant Media,1996,41205099
2372,Walt Disney Television Animation,2001,59217789
2373,Kennedy Miller Productions,1989,40485039
2374,Twentieth Century Fox Film Corporation,1968,37402877
2375,Lakeshore Entertainment,2011,136836156
2376,Universal Pictures,2001,44460850
2377,New Line Cinema,1985,36230219
2378,Sony Pictures,1985,57500000
2379,TriStar Pictures,2016,64188367
2380,New Line Cinema,2010,33583175
2381,Columbia Pictures,2002,33526835
2382,Lions Gate,2015,104303851
2383,Warner Bros.,1985,25754284
2384,United Artists,1992,32101000
2385,Caravan Pictures,2008,32973937
2386,Twentieth Century Fox Film Corporation,1999,30652890
2387,Lionsgate,1983,29450919
2388,Columbia Pictures,1989,30050028
2389,American Zoetrope,1994,29392418
2390,Walt Disney Pictures,2002,34411240
2391,Paramount Pictures,2006,38368909
2392,Alliance Films,1998,25605015
2393,TriStar Pictures,1983,33697647
2394,Universal Pictures,2016,143695338
2395,Touchstone Pictures,1983,20766616
2396,Rogue Pictures,2015,52882018
2397,Fox Searchlight Pictures,2012,24637469
2398,Universal Pictures,2009,42333295
2399,Universal Pictures,1998,17096053
2400,Summit Entertainment,2010,66821036
2401,United Artists,2015,85978266
2402,New Line Cinema,1990,16153593
2403,FilmNation Entertainment,1990,48572000
2404,Paramount Pictures,2003,28650575
2405,BBC Films,1980,15795189
2406,Miramax Films,1999,15156200
2407,Blumhouse Productions,2013,21587700
2408,Twentieth Century Fox Film Corporation,2007,20342161
2409,New Line Cinema,2011,35057696
2410,The Weinstein Company,2005,17297244
2411,Initial Entertainment Group (IEG),2015,58978653
2412,Columbia Pictures Corporation,1999,12827813
2413,Relativity Media,1999,10571408
2414,Greenestreet Films,2014,28883511
2415,Mandate Pictures,1998,9898412
2416,New Line Cinema,1984,8801940
2417,Rhombus Media,2010,6110000
2418,Darko Entertainment,2013,32438988
2419,Entertainment Films,2012,9636289
2420,Universal Pictures,1998,23875127
2421,Treehouse Pictures,1998,9495408
2422,MetroGoldwynMayer (MGM),2013,7800000
2423,Big Indie Pictures,2007,33000000
2424,Indian Paintbrush,1981,2154696
2425,Working Title Films,2014,21571189
2426,Artisan Entertainment,2006,7177143
2427,Blackfriars Bridge Films,2015,10835752
2428,Granada Film Productions,2011,4417580
2429,Lava Bear Films,1993,3275585
2430,Orion Pictures,1999,3193102
2431,Scott Rudin Productions,2004,98410061
2432,Summit Entertainment,2000,5164404
2433,Hollywood Pictures,2016,40055439
2434,Bleiberg Entertainment,1981,439564
2435,Voltage pictures,2015,7587485
2436,Echo Lake Productions,2011,1759252
2437,Block 2 Pictures,2000,1631839
2438,Screen Gems,2012,1969193
2439,BBC Films,2011,3665069
2440,Magnolia Pictures,2009,7022728
2441,Hollywood Pictures,2007,21786738
2442,Worldview Entertainment,2002,598645
2443,Lions Gate,2011,1072602
2444,Miramax Films,2009,295750
2445,Lions Gate Films,1998,45779
2446,New Line Cinema,2015,17472
2447,Eon Productions,2009,9069
2448,MetroGoldwynMayer (MGM),2013,10000000
2449,United Artists,2009,17164377
2450,Twentieth Century Fox Film Corporation,2005,4386236
2451,New Line Cinema,2000,59827328
2452,River Road Entertainment,1967,111584787
2453,United Artists,1988,14144000
2454,Eon Productions,1963,60000000
2455,New Line Cinema,1979,104931801
2456,Universal Pictures,1974,30859000
2457,United Artists,2010,2995811
2458,The Weinstein Company,1971,83304330
2459,Universal Pictures,1965,141195658
2460,New Line Cinema,1996,41590886
2461,New Line Cinema,1999,34573780
2462,Paramount Pictures,1988,44196684
2463,Dimension Films,2007,24538513
2464,United Artists,2014,108782847
2465,Paul Schiff Productions,2004,23936908
2466,Elevation Filmworks,2000,28780255
2467,Twentieth Century Fox Film Corporation,1983,90400000
2468,Island Film Group,2006,21510851
2469,Lakeshore Entertainment,2002,4777465
2470,Paramount Pictures,1994,4350774
2471,The Weinstein Company,2007,2955039
2472,Warner Bros.,2011,18663238
2473,Fox Searchlight Pictures,2010,771499
2474,Twentieth Century Fox Film Corporation,2006,140666
2475,Sneak Preview Productions,2005,1046166
2476,Paramount Pictures,1986,328203506
2477,Fox Searchlight Pictures,2007,14373825
2478,Wonderland Sound and Vision,1987,32222567
2479,Twentieth Century Fox Film Corporation,2009,39462438
2480,BBC Films,1979,29174648
2481,Fox Searchlight Pictures,2013,22456509
2482,Sudden Storm Productions,1968,2500000
2483,BIM Distribuzione,2006,20138836
2484,MetroGoldwynMayer (MGM),2015,43528634
2485,Miramax Films,2001,5271666
2486,Bold Films,2009,4440055
2487,Fox Searchlight Pictures,2010,42345360
2488,Twentieth Century Fox Film Corporation,2013,6108720
2489,Fox Searchlight Pictures,2006,22889018
2490,Columbia Pictures,1951,30000000
2491,DNA Films,1994,213928762
2492,Paramount Pictures,2014,38697217
2493,Summit Entertainment,2004,5001655
2494,Treehouse Pictures,1965,286214286
2495,United Artists,1984,69821334
2496,New Line Cinema,2006,100523181
2497,Twentieth Century Fox Film Corporation,1986,52287414
2498,Lions Gate Films,2002,82719885
2499,Universal Pictures,1979,43000000
2500,Lions Gate Films,2011,39187783
2501,Fox Searchlight Pictures,2014,26049082
2502,Chris Brinker Productions,1969,81974493
2503,Screen Gems,1994,18090181
2504,Saturn Films,1999,22593409
2505,Walt Disney Pictures,2006,18948425
2506,Starburns Industries,1998,17460020
2507,Film4,2009,29010817
2508,Original Pictures,2000,34266564
2509,Focus Features,2002,16856124
2510,Hollywood Pictures,2009,10629321
2511,Likely Story,2010,74952305
2512,Class 5 Films,2000,8279017
2513,City Light Films,2011,10130000
2514,Lions Gate Films,2015,5659286
2515,Matador Pictures,2010,18124262
2516,Thinkfilm,1991,2275557
2517,Arcadia Motion Pictures,2010,6491240
2518,Eclectic pictures,1997,589304
2519,France 2 Cinma,2013,63464861
2520,The Zanuck Company,2005,852872
2521,Fox Searchlight Pictures,2007,458232
2522,Lions Gate Films,2006,426224
2523,BBC Films,2010,3453043
2524,Epsilon Motion Pictures,2006,143451
2525,Paramount Pictures,2014,53086
2526,Miramax Films,2007,413454
2527,Chrysalis Films,2003,22441323
2528,Bold Films,1989,145793296
2529,HanWay Films,2005,24793509
2530,Fox Searchlight Pictures,2007,35619521
2531,United Artists,2009,26096852
2532,Paramount Pictures,2005,11588205
2533,Paramount Pictures,2002,12633747
2534,Extension 765,2009,10848783
2535,United Artists,2011,5634828
2536,TriStar Pictures,2016,1333124
2537,2929 Productions,2009,10329747
2538,Sony Pictures Classics,2007,231411584
2539,Columbia Pictures,1971,116019547
2540,MetroGoldwynMayer (MGM),1972,245066411
2541,United Artists,1983,92921203
2542,Silver Pictures,2009,60722734
2543,Twentieth Century Fox Film Corporation,1993,116700000
2544,Miramax Films,2012,167221571
2545,Forest Whitaker's Significant Productions,1973,161777836
2546,Suntaur Entertainment Company,2011,37710610
2547,Universal Pictures,2005,54600000
2548,Mike Zoss Productions,2005,49084830
2549,Relativity Media,1995,25405445
2550,Universal Pictures,1976,25000000
2551,Miramax Films,1974,97572000
2552,Entertainment,1988,20256975
2553,3Mark Entertainment,2014,36433975
2554,Sony Pictures Classics,1996,14702438
2555,BBC Films,2015,17986781
2556,Tijuana Productions,1999,14011454
2557,DRO Entertainment,2003,16829545
2558,Double Feature Films,2009,31430334
2559,Wild Bunch,2014,14618727
2560,Immortal Thoughts,1988,8373585
2561,Franchise Pictures,1999,7292175
2562,MetroGoldwynMayer (MGM),1992,5
2563,Gramercy Pictures,2001,4720371
2564,A Bigger Boat,2002,2062066
2565,New Line Cinema,2011,6038942
2566,Columbia Pictures Corporation,1983,1246141
2567,Filmways Pictures,2010,382946
2568,Columbia Pictures,2015,573335
2569,Sony Pictures,2010,453079
2570,Universal Pictures,2010,46488
2571,HanWay Films,1999,30471
2572,Sony Pictures Classics,2008,8900000
2573,Scott Free Productions,1993,7993039
2574,Killer Films,2012,44287131
2575,Oscilloscope Laboratories,2014,255273813
2576,Hemdale Film Corporation,1991,57504069
2577,Gramercy Pictures,1987,54215416
2578,Paramount Pictures,1980,31899000
2579,Orion Pictures,1999,28451622
2580,BIM Distribuzione,2006,13368437
2581,Twentieth Century Fox Film Corporation,1971,12376563
2582,Walt Disney Productions,2011,17693675
2583,United Artists,2004,11850214
2584,MTV Films,2013,2401510
2585,Blue Parrot Productions,2004,1548955
2586,New Line Cinema,2009,1521261
2587,Tapestry Films,1984,78371200
2588,Saturn Films,1985,14237000
2589,The Selznik Studio,1995,2122561
2590,AVCO Embassy Pictures,1978,181813770
2591,Revolution Studios,1986,138530565
2592,Castle Rock Entertainment,2004,119114517
2593,Paramount Pictures,1969,102308889
2594,40 Acres & A Mule Filmworks,1964,102272727
2595,Fox Searchlight Pictures,1961,43656822
2596,Trans Pacific Films,1980,39846344
2597,Castle Rock Entertainment,1999,25059640
2598,3D Entertainment,1995,23341568
2599,Paramount Pictures,1989,22168359
2600,CBS Films,2002,38275483
2601,Lucky Monkey Pictures,2008,44703995
2602,UK Film Council,1946,20400000
2603,MetroGoldwynMayer (MGM),1981,50244700
2604,American Zoetrope,2007,18197398
2605,Double Feature Films,2003,18750246
2606,New Regency Pictures,1998,58000000
2607,Davis Films,1995,12000000
2608,Lions Gate Films,2006,48027970
2609,Numb Gums Production Inc.,1989,11642254
2610,Warner BrothersSeven Arts,2012,9206470
2611,SBK Pictures,2008,7518876
2612,Les Films 21,1999,6852450
2613,McCreary Entertainment,2012,13231461
2614,IDG China Media,2009,6670712
2615,StudioCanal,2011,19560274
2616,Universal Pictures,2008,6230276
2617,Worldview Entertainment,1999,10409377
2618,Les Productions Artistes Associs,2014,5483299
2619,Fox Searchlight Pictures,1999,4398989
2620,360 Pictures,1993,3283371
2621,Universal Pictures,2003,2944752
2622,Twentieth Century Fox Film Corporation,2001,2025238
2623,Universal Pictures,1969,638641
2624,Marimark Productions,2008,2899975
2625,icon,1991,869325
2626,Lions Gate Films,2011,399611
2627,Universal Pictures,2011,1332231
2628,Lions Gate Films,2012,66351
2629,Paramount Pictures,1983,2120439
2630,Paramount Pictures,2014,32251
2631,New Line Productions,1964,6800000
2632,Paramount Pictures,2002,76578641
2633,Universal Pictures,2006,7000000
2634,New Line Cinema,1973,159616327
2635,Paramount Pictures,1981,58972904
2636,Twentieth Century Fox Film Corporation,1973,15700000
2637,United Artists,1980,4865000
2638,New Line Cinema,2003,3031801
2639,Newmarket Films,2003,2466444
2640,Walt Disney Productions,1989,37295445
2641,Blumhouse Productions,2014,5000000
2642,Brooksfilms,2005,152925093
2643,Universal Studios,2016,108286421
2644,Lionsgate,2002,64282312
2645,Summit Entertainment,2016,44107032
2646,Intrepid Pictures,2011,205703818
2647,The Weinstein Company,2014,103590271
2648,BBC Films,1987,44793222
2649,Fox Searchlight Pictures,2012,142817992
2650,Cambridge Productions,1953,36000000
2651,The Weinstein Company,1975,41833347
2652,Forecast Pictures,1991,34872033
2653,Universal Pictures,2003,60378584
2654,Killer Films,1954,28200000
2655,Twentieth Century Fox Film Corporation,2014,86362372
2656,Universal Pictures,1980,26010864
2657,Paramount Pictures,2013,55198285
2658,Home Box Office (HBO),2015,64110728
2659,RabbitBandini Productions,2000,39723096
2660,Miramax Films,2013,44030246
2661,Universal Pictures,2006,26888376
2662,Castle Rock Entertainment,2000,110000000
2663,Dimension Films,2013,23198652
2664,1818,1982,20659423
2665,Bazelevs Production,2011,17273593
2666,Back Lot Pictures,2016,24804129
2667,Bold Films,2014,40100000
2668,Edward Small Productions,2014,43884652
2669,Open Road Films (II),1954,15000000
2670,Paramount Pictures,1981,19905359
2671,Columbia Pictures Corporation,1989,14000000
2672,Artisan Entertainment,2002,368744044
2673,Liberty Films UK,2013,31724284
2674,N3D Land Productions,1995,15116634
2675,Fine Line Features,2004,30039392
2676,Zininsa Film Production,1996,13269963
2677,WingNut Films,1988,17768757
2678,EmmettFurla Films,1983,12232628
2679,Birdsong Pictures,2011,25562924
2680,Castle Rock Entertainment,2008,16174377
2681,Filmax Entertainment,2015,54418872
2682,The Combine,1959,12200000
2683,Olympus Pictures,2016,21164799
2684,ContentFilm,1932,25
2685,Film Science,1978,7230000
2686,Atlas 3 Productions,2001,5476060
2687,Gracie Films,2009,9760104
2688,Eden Rock Media,2010,4074023
2689,Blumhouse Productions,1997,3263585
2690,HDNet Films,2008,4040588
2691,Miramax Films,1994,3049135
2692,BBC Films,2015,4842699
2693,International Production Company,2010,2614773
2694,Hydraulx,1998,1980338
2695,Cannon Films,2004,8203235
2696,MetroGoldwynMayer (MGM),2014,2450846
2697,Gaumont,2010,5129058
2698,Warner Bros.,2003,742898
2699,Columbia Pictures Corporation,2016,3220371
2700,Channel Four Films,2014,846704
2701,Universal Pictures,1996,560069
2702,Warner Bros.,2010,5476793
2703,40 Acres & A Mule Filmworks,2015,98450062
2704,Dino De Laurentiis Company,2007,782102
2705,Artisan Entertainment,1996,24475416
2706,TriStar Pictures,2011,209696
2707,Pandora Cinema,2005,80578934
2708,Werc Werk Works,2011,3099314
2709,Plum Pictures,1986,8025872
2710,United Artists,1973,11000000
2711,Vertigo Films,2013,10337387
2712,South Pacific Pictures,1984,146198896
2713,Miramax Films,1980,58853106
2714,Melvin Simon Productions,1994,254700832
2715,Laurel Group,1982,27092880
2716,American Zoetrope,1956,10400000
2717,United Artists,2002,13060843
2718,Paramount Pictures,1996,7011317
2719,Lions Gate Films,2000,7390108
2720,Lionsgate,2014,10429707
2721,United Artists,2001,1270522
2722,Universal Pictures,2009,744816
2723,Joanna Productions,2010,3606395
2724,Mandalay Vision,1975,108981275
2725,Universal Pictures,2012,6294161
2726,United Artists,2003,41400000
2727,StudioCanal,1992,62548947
2728,IFC Films,1981,125728258
2729,BBC Films,1968,30000000
2730,Lionsgate,2003,119723856
2731,United Artists,1977,38251425
2732,Universal Pictures,1952,36000000
2733,Universal Pictures,2001,44909486
2734,Miramax Films,2015,187112
2735,Slough Pond,1995,49800000
2736,CineplexOdeon Films,2015,52425855
2737,Echo Lake Productions,1956,14400000
2738,The Harvey Boys,2010,34705850
2739,Destination Films,1988,13008928
2740,Worldview Entertainment,1963,11744471
2741,Arts Council of England,2013,15179302
2742,Empire Pictures,2014,44349000
2743,Nu Image Films,2006,31584901
2744,Gaumont,2001,10229331
2745,Filmula,1961,8200000
2746,Carnaby International,1969,6000000
2747,The Caddo Company,2006,4630045
2748,Columbia Pictures Corporation,1995,4300000
2749,United Artists,2002,9304609
2750,Selznick International Pictures,1988,3468572
2751,Columbia Pictures Corporation,2007,2426851
2752,MetroGoldwynMayer (MGM),2011,1104682
2753,Film4,2005,866999
2754,Alliance Films,2014,2365467
2755,MetroGoldwynMayer (MGM),1997,302204
2756,DNA Films,1988,354704
2757,United Artists,2010,120000
2758,Channel Four Films,2013,318982
2759,Paramount Pictures,2010,33245
2760,New Line Cinema,2011,355688
2761,New Line Cinema,2011,25345000
2762,New World Pictures,1930,8000000
2763,Warner Bros.,1966,28350000
2764,Columbia Pictures Corporation,1976,23689877
2765,Warner Bros.,1939,400176459
2766,Warner Bros.,1965,14873
2767,Universal Pictures,1950,8000000
2768,Parts and Labor,2010,4270000
2769,Fox Searchlight Pictures,2009,44462
2770,Lions Gate Films,1948,2956000
2771,Renaissance Films,2006,13401952
2772,Yari Film Group,1969,44785053
2773,Twentieth Century Fox Film Corporation,1997,257850122
2774,Benaroya Pictures,1980,83453539
2775,Fox Searchlight Pictures,1995,28215918
2776,Bold Films,1993,27900000
2777,Irish Screen,1987,14000000
2778,Magna Global Entertainment,1970,5000000
2779,Fox Entertainment Group,1967,13007551
2780,Paramount Pictures,1959,12800000
2781,Paramount Pictures,1966,12000000
2782,Parts and Labor,1972,12600000
2783,Universal Pictures,2016,40423945
2784,United Artists,1996,9482579
2785,RKO Radio Pictures,1998,6451628
2786,Miramax Films,1987,5923044
2787,Paramount Pictures,2006,113783
2788,Alliance Atlantis Communications,1977,31063038
2789,New Line Cinema,2011,19504039
2790,Goldcrest Films International,2008,3830137
2791,Universal Pictures,2014,13092000
2792,Alliance Films,1999,4000000
2793,Avon Production,2014,45000
2794,Twentieth Century Fox Film Corporation,1999,7
2795,Walt Disney Pictures,1968,33395426
2796,Paramount Pictures,1962,8000000
2797,Columbia Pictures Corporation,2010,5332926
2798,Touchstone Pictures,1978,141000000
2799,Universal Pictures,1964,124881062
2800,United Artists,1946,9644124
2801,New Line Cinema,1996,16491080
2802,Universal Pictures,2010,177512032
2803,Yari Film Group,2002,35564473
2804,United Artists,1985,29999213
2805,United Artists,1985,20966644
2806,United Artists,2013,89328627
2807,Castle Rock Entertainment,2012,77712439
2808,BBC,1958,17570324
2809,Mirabai Films,1970,18999718
2810,Paramount Pictures,1997,23144499
2811,TriStar Pictures,1986,19472057
2812,Miramax,1957,33300000
2813,Killer Films,1990,15369573
2814,Phase 4 Films,1976,7900000
2815,Rhombus Media,1960,25000000
2816,BBC Films,1993,15938065
2817,Gary Sanchez Productions,1966,13000000
2818,Instinctive Film,2005,11718595
2819,Icon Entertainment International,1960,10400000
2820,MetroGoldwynMayer (MGM),1961,10000000
2821,Franton Production,1948,9012000
2822,Chad Troutwine Films,2013,11176469
2823,MTV Films,1988,7282851
2824,Paramount Pictures,1999,28200000
2825,Loew's Incorporated,1996,4109095
2826,Twentieth Century Fox Film Corporation,1971,4000000
2827,Artfire Films,1999,3076820
2828,United Artists,1996,3011195
2829,Paramount Pictures,1998,2807390
2830,MetroGoldwynMayer (MGM),2014,1826705
2831,Crossbow Productions,2011,748453
2832,Paramount Pictures,2009,2357852
2833,MetroGoldwynMayer (MGM),2012,11947954
2834,Endgame Entertainment,2011,22000
2835,Universal Pictures,2015,3387000
2836,Twentieth Century Fox Film Corporation,1967,3200000
2837,Paramount Pictures,1961,5000000
2838,Fox Searchlight Pictures,2010,103735
2839,Detour Film Production,2005,23563727
2840,Samuel Goldwyn Films,1959,25000000
2841,21 Laps Entertainment,1988,19170001
2842,GoldMiller Productions,1939,33754967
2843,Likely Story,1974,86273333
2844,This Is That Productions,2007,5364858
2845,Columbia Pictures,1979,37799643
2846,Twentieth Century Fox Film Corporation,1963,6600000
2847,EM Media,1944,5363000
2848,MetroGoldwynMayer (MGM),1974,119500000
2849,MetroGoldwynMayer (MGM),1984,32980880
2850,Paramount Pictures,1952,7200000
2851,Paramount Pictures,2013,60141683
2852,Samuel Goldwyn Company,1982,14400000
2853,Industrial House Films,1971,12348905
2854,United Artists,1963,10000000
2855,RollinsJoffe Productions,2004,26781723
2856,Northern Lights Films,1995,5535405
2857,United Artists,2012,3325038
2858,Universal Pictures,2013,6854611
2859,Kennedy Miller Productions,2007,71904
2860,Fox Searchlight Pictures,2008,107559
2861,Elle Driver,2010,324138
2862,TriStar Pictures,1996,5731103
2863,Twentieth Century Fox Film Corporation,2006,495303
2864,MetroGoldwynMayer (MGM),2006,8176544
2865,Castle Rock Entertainment,1944,6892000
2866,Fox Searchlight Pictures,1951,11000000
2867,Twentieth Century Fox Film Corporation,1940,83320000
2868,Anonymous Content,1982,36690067
2869,Twentieth Century Fox Film Corporation,1985,21930418
2870,Sony Pictures Classics,1945,9132000
2871,Working Title Films,1946,23650000
2872,The Weinstein Company,2015,3330
2873,Itaca Films,1963,78898765
2874,Miramax Films,1973,18344729
2875,Fortissimo Films,2015,14674076
2876,Caviar Films,1972,18016290
2877,Gary Sanchez Productions,1962,13129846
2878,HSX Films,1981,24600832
2879,Centropolis Entertainment,1999,11540607
2880,Walt Disney Pictures,2011,13101672
2881,Ozla Productions,2011,34522221
2882,Red Envelope Entertainment,1961,7600000
2883,Brd Scann�n na h�ireann,1940,9172000
2884,United Artists,2004,15992615
2885,Studio 37,2003,4601043
2886,Strike Entertainment,1947,7800000
2887,Charles K. Feldman Group,2010,13831503
2888,Hawk Films,1938,4000000
2889,Journeyman Pictures,2010,7871522
2890,Twentieth Century Fox Film Corporation,2015,11122090
2891,United Artists,2005,5967038
2892,A Loopy Production LLC,2015,2801508
2893,Twentieth Century Fox Film Corporation,2002,2506446
2894,Anchor Bay Films,2006,5179037
2895,Columbia Pictures Corporation,2015,1477002
2896,Paramount Pictures,2010,563706
2897,Night and Day Pictures,1998,124494
2898,Miramax Films,2015,187674
2899,Destination Films,2008,1100000
2900,Fox Searchlight Pictures,1993,54207
2901,Selznick International Pictures,2006,622806
